division,team_name,first_name,last_name,height,year
mens-d2,Cameron,CJ,Yao,"6'6""",Jr
mens-d2,Elizabeth City St.,CJ,McCord,"6'2""",Jr
mens-d2,Frostburg St.,DJ,Daniel,"6'6""",Fr
mens-d2,Ga. Southwestern,JR,Jacobs,"5'11""",Jr
mens-d2,Holy Family,RJ,Delahaye,"6'1""",Sr
mens-d2,Ky. Wesleyan,JJ,Faulkner,"6'0""",Jr
mens-d2,Mars Hill,Juan Pedro,Rodriguez,"6'7""",Jr
mens-d2,Tiffin,TJ,Pangonas,"6'6""",Jr
mens-d2,Tusculum,TJ,Printup,"6'6""",Fr
