division	team_name	first_name	last_name	height	year
mens-d1	Elon	Bryson	Cokley	6-6	So
mens-d1	Elon	Chandler	Cuthrell	6-8	Sr
mens-d1	Elon	Iker	Garmendia	6-9	Fr
mens-d1	Elon	Isaac	Harrell	6-8	Jr
mens-d1	Elon	Ned	Hull	6-3	So
mens-d1	Elon	DeMarco	Johnson	6-4	Fr
mens-d1	Elon	Kacper	Klaczek	6-8	Sr
mens-d1	Elon	Caleb	Middleton	6-11	So
mens-d1	Elon	Alex	Olander	6-4	So
mens-d1	Elon	Randall	Pettus II	6-3	Jr
mens-d1	Elon	Bryson	Spell	6-9	Sr
mens-d1	Elon	Savion	Taylor	6-4	Fr
mens-d1	Evansville	Marlon	Barnes, Jr	6-6	So
mens-d1	FDU	Chidube	Ekwommadu	6-4	Fr
mens-d1	FDU	Ras Elijah	Godbolt	6-0	Fr
mens-d1	FGCU	Matthew	McCarthy	6-3	Fr
mens-d1	FGCU	George	Washington lll	6-2	Jr
mens-d1	Florida	CJ	Ingram II	6-6	Fr
mens-d1	Florida A&M	Anquan	Boldin Jr	6-4	Jr
mens-d1	Florida A&M	Jordan	Chatman	6-4	Sr
mens-d1	Florida A&M	Anthony	Knowles	6-0	Fr
mens-d1	Florida A&M	Miles	Ndalama	6-11	Jr
mens-d1	Florida A&M	Micah	Octave	6-5	Sr
mens-d1	Florida A&M	Devere	Palmer	6-6	Jr
mens-d1	Florida A&M	Amir	Rahman	6-3	Fr
mens-d1	Florida A&M	Jaquan	Sanders	6-4	Sr
mens-d1	Florida A&M	Tyler	Shirley	6-8	Sr
mens-d1	Florida A&M	Malcom	Stute	6-4	Fr
mens-d1	Florida A&M	Lenard	Taylor Jr	6-2	Sr
mens-d1	Florida A&M	Kaleb	Washington	6-8	Sr
mens-d1	Florida St.	Shahid	Muhammad	6-11	Jr
mens-d1	Ga. Southern	Alden	Applewhite	6-7	Sr
mens-d1	Ga. Southern	Andres	Burney	6-9	Sr
mens-d1	Ga. Southern	Shainen	Carter	6-9	Sr
mens-d1	Ga. Southern	Khayri	Dunn	6-1	So
mens-d1	Ga. Southern	Jefferson	Koulibaly	6-3	Sr
mens-d1	Ga. Southern	Cade	Lomas	6-3	Fr
mens-d1	Ga. Southern	Tyren	Moore	5-11	Sr
